224658783	33	50002833	0	21.8
227491098	33	50002835	0	145
228689751	33	50004892	0	27.5
229427996	33	50004956	0	57.75
230047809	33	50000050	0	24.75
244422190	33	50004779	0	68.8
268079261	33	50002837	0	44.400000000000006
271827031	33	50004858	0	23.475
274524491	33	50004862	0	23.5
284622060	33	50004673	0	34.5
285019925	33	50522004	0	19.85
285847544	33	50004775	0	27.65
286096065	33	50050323	0	15.5
321693205	33	50004661	0	24.450000000000003
340082099	33	50004694	0	34.3
348687002	33	50512008	0	27
348890372	33	50004862	0	100
421806962	33	50004862	0	128
460021407	33	50522004	0	17.6
461436560	33	50004862	0	25.6
462609124	33	50002833	0	29.8
507071808	33	50522004	0	9.36
522596206	33	50004566	0	98
646338189	33	50004889	0	103
648619812	33	50004862	0	13.8
691072012	33	50002834	0	26.8
692156560	33	50002833	0	18
692258795	33	50004855	0	27.375
695115021	33	50050306	0	36.91
809132271	33	50002833	0	9.7
866105896	33	50004823	0	12
879274091	33	50004862	0	19.8
882985600	33	50004862	0	20
897609257	33	50010485	0	102
897788526	33	331402	0	24.05
901381113	33	50004723	0	65.93
922521361	33	50050323	0	12.06
927090225	33	331402	0	37.6
930591016	33	50004862	0	28
968273547	33	50002833	0	39.8
977781623	33	50004699	0	36
979830479	33	333805	0	207
991592470	33	50002833	0	26.8
1044122837	33	50004889	0	850
1076080162	33	50002833	0	28
1083457179	33	50004662	0	92.21
1099453457	33	50004862	0	18.75
1114071818	33	50004941	0	39.480000000000004
1136123010	33	50002833	0	26.875
1136123664	33	50002833	0	42
1141204644	33	50004892	0	286
1142173757	33	50004684	60638372	31.950000000000003
1142178021	33	50518002	0	37.4
1146681522	33	50004872	0	238
1205206185	33	50004855	0	52.8
1212617406	33	50004873	0	135
224768014	33	50004675	0	27.5
228175132	33	50004862	0	388.5
228203023	33	50000192	0	18
228492846	33	50000192	0	308.9
233539866	33	50000160	0	29.8
236165250	33	50004839	0	3
243883096	33	50004889	0	33
247066046	33	50004727	0	36
267853761	33	50004858	0	71.2
269403440	33	50002833	0	26
269520177	33	50003434	0	6.55
271737661	33	50004862	0	8.6
271789680	33	50000147	0	36.75
289305633	33	50004862	0	16.8
315776465	33	50000192	0	232.4
316631755	33	50004799	0	39
319616544	33	50002833	0	18
323047102	33	50002836	0	78.6
325444324	33	50004892	0	176
339749760	33	50002837	0	12.8
340230130	33	50000159	0	39.4
345862608	33	50492006	0	24
348786322	33	50002837	0	19.8
421963101	33	50516008	0	32.95
457955078	33	50000147	0	27.55
462040257	33	50003434	0	13.75
465642040	33	50002833	0	23.23
511451694	33	50004862	0	66.75
522578284	33	50002833	0	22
563336926	33	50002833	0	36.8
573255946	33	331402	0	97.2
688417336	33	50002834	0	39.8
710967225	33	50000192	0	157.2
715795157	33	50004862	0	109.25
715946979	33	50002833	0	18.8
719980084	33	50004855	0	33.9
839470274	33	50004661	0	48
842827117	33	50004926	0	24.6
843845373	33	50000159	0	94
851581766	33	50002833	0	24.5
869097510	33	50002834	0	24
890266592	33	121956004	0	86.4
897575176	33	50002833	0	72.8
906033119	33	331402	0	240
951400854	33	50000050	0	36
958940560	33	50002834	0	32.8
963242997	33	331404	0	59.8
969062287	33	50004862	0	35
984848462	33	333403	0	48
990955954	33	50516008	0	218.88
991985971	33	50004676	0	124.9
996539894	33	50000192	0	42
998617378	33	50000083	0	24.875
1021029399	33	50004644	0	33.5
1066317737	33	50004889	0	650
1084405311	33	50003137	0	18.75
224083098	33	50004752	0	73.9
227580474	33	50004862	0	13.8
243238589	33	50005701	0	21.32
244803290	33	50002997	0	12.5
265444061	33	50496004	0	59.8
272272714	33	50002834	0	32.8
281892299	33	333002	0	149.7
287781980	33	50004684	0	32.5
288340614	33	121956004	0	45
291502769	33	50002833	0	27.5
296588966	33	50002833	0	34.96
333944263	33	50000150	0	25.96
337689140	33	50004836	0	56.3
337806120	33	50004676	0	12.2
462354089	33	50002833	0	15.8
509660402	33	50004889	0	150.8
514917539	33	50002833	0	21.8
646752440	33	331402	0	134.7
685389016	33	50004862	0	12.5
688078505	33	50002833	0	28
688106371	33	50512007	0	36.21
688122562	33	50002834	0	67.2
691566040	33	331402	0	25.15
696148052	33	50002834	0	37.8
711978391	33	50512007	0	114
715335507	33	50004862	0	16.8
852820653	33	50002833	0	37.8
859592272	33	50004808	0	72
866219861	33	50004644	0	49.85
870051333	33	50002837	0	60
872621959	33	50002833	0	29.700000000000003
874394284	33	50050260	0	142.72
877269390	33	50000147	0	78.8
900711498	33	50004675	0	26.9
905704125	33	50002837	0	114
915157160	33	50004862	0	76.08
920275440	33	50002835	0	124.4
926847966	33	50002833	0	32
943858896	33	50010485	0	42
949390995	33	50000084	0	31
955860074	33	50003154	0	35.86
969250298	33	50004889	0	60
975124427	33	50050253	0	137.25
998634298	33	50004889	0	129.8
1011129502	33	50004889	0	118
1015176158	33	50002833	16418729	23.8
